Randomized_String,Original_String,TextScore
Iiagiag Techaiques ia Docuieat Aaalysis Processes.,A Process Is Not a Process - The Difficulty of Learning from Each Other about Process Work.,1.3125
Cn Overview of Tymbol Recognition.,Facial recognition - An overview.,1.3333333333333333
Iiage Based Retrieval aad Keyword Spottiag ia Docuieats.,FindVehicle and VehicleFinder: A NER dataset for natural language-based vehicle retrieval and a keyword-based cross-modal vehicle retrieval system.,2.21875
Informction Theory.,Modeling agents with a theory of mind: Theory-theory versus simulation theory.,1.3541666666666667
Gibbs Saipliag.,Implementation of the Gibbs-Poole-Stockmeyer and Gibbs-King Algorithms.,0.9642857142857142
Deep Belief Networkt.,How Deep Is Deep Enough for Deep Belief Network for Approximating Model Predictive Control Law.,1.659090909090909
Baam Saarch.,,0.0
Locclly Weighted Lecrning.,Balancing Between Over-Weighting and Under-Weighting in Supervised Term Weighting.,1.3125
Taggiag.,,0.0
Dissanca Funcsions.,Evaluating FuncSION: A software for automated synthesis of design solutions for stimulating ideation during mechanical conceptual design.,0.5416666666666666
Iaductioa.,,0.0
Consinuous Assribusa.,,0.0
Duplicasa Dasacsion.,,0.0
Agans-Basad Compusasional Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Mulsi-agans Laarning.,AGAN: Towards Automated Design of Generative Adversarial Networks.,0.5714285714285714
Expectction Mcximizction Cluttering.,Spatial Clutter Measurement Density Estimation with the Clutter Probability for Improving Multi-Target Tracking Performance in Cluttered Environments.,1.0625
Squarad Arror Loss.,"Success and failures of ""de-randomized"" congestion losses losses losses.",1.203125
Cooperctive Coevolution.,"Why Coevolution Doesn't ""Work"": Superiority and Progress in Coevolution.",1.0499999999999998
Sass-Basad Coavolusion.,SASSE: the collaborative editor.,0.6666666666666666
Optiial Learaiag.,,0.0
Dual Consrol.,"Johri's general dual, the Lagrangian dual, and the surrogate dual.",1.25
Item Tpcce.,Represent Items by Items: An Enhanced Representation of the Target Item for Recommendation.,1.203125
Loopy Baliaf Propagasion.,Loopy SAM.,0.75
Ttctitticcl Phytict Of Lecrning.,,0.0
Gaussian Procass.,Gaussian-Based Visualization of Gaussian and Non-Gaussian-Based Clustering.,1.203125
Assertioa.,,0.0
Inducsiva Synshasis.,,0.0
Relctionthip Extrcction.,,0.0
Raak Correlatioa.,,0.0
Bayes Adaptive Iarkov Decisioa Processes.,Towards Dynamic Business Process Management: Adapting Processes via Cloud-based Adaptation Processes.,1.96875
Parsially Obsarvabla Markov Dacision Procassas.,On an extremal property of Markov chains and sufficiency of Markov strategies in Markov decision processes with the Dubins-Savage criterion.,1.076923076923077
Anysima Algorishm.,,0.0
Formal Concaps Analysis.,Formal Concept Analysis: Tutorial on formal concept analysis.,1.9285714285714284
Samansic Mapping.,Map of the Maps: Conceptualization of the Knowledge Maps.,1.4000000000000001
NCL.,NCL-inspector: towards improving NCL code.,1.0
Insalligans Backsracking.,,0.0
Cbtolute Error Lott.,"A Study of Errors, Error-Proneness, and Error Diagnosis in Cobol.",1.25
Casa-Basad Raasoning.,Minha casa ou sua casa!: levando em conta o antissocial.,0.8999999999999999
aetwork Aaalysis.,,0.0
Computctioncl Ditcovery of Qucntitctive Lcwt.,Identification of Individual Glandular Regions Using LCWT and Machine Learning Techniques.,0.5555555555555556
Faasura Conssrucsion in Saxs Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Life-Long Lecrning.,Life-long Life-wide Learning within and Beyond the Disciplines.,1.5
Iarkov Iodel.,,0.0
Cott Function.,"Refinable functions, functionals, and iterated function systems.",1.3125
Experience-Bcted Rectoning.,The experience of no experience Elevator UX and the role of unconscious experience.,1.25
Iost Specific Hypothesis.,"The specification of ""specification"".",1.5
Bias Variaace Decoipositioa.,Algorithmic Bias and the Biases of the Bias Catchers.,1.4000000000000001
AUC.,Maximization of AUC and Buffered AUC in binary classification.,1.0
Conttrcint-Bcted Mining.,"Mining the mind, minding the mine: grand challenges in comprehension and mining.",1.203125
Artificial Iiiuae Systeis.,Artificial Intelligence for Artificial Artificial Intelligence.,1.4000000000000001
Cpprenticethip Lecrning.,,0.0
Clussaring Aggragasion.,,0.0
Covaring Algorishm.,Importance Sampling for CoVaR Estimation.,0.625
Retolution.,,0.0
Subgroup Discovary.,Subgrouping Automata: Automatic sequence subgrouping using phylogenetic tree-based optimum subgrouping algorithm.,1.09375
Crtificicl Immune Tyttemt.,Scale Invariance of Immune System Response Rates and Times: Perspectives on Immune System Architecture and Implications for Artificial Immune Systems,1.05
Apriori Algorithi.,On Two Apriori-Based Rule Generators: Apriori in Prolog and Apriori in SQL.,1.1666666666666665
Iulti-Ageat Learaiag II: Algorithis.,"NETWORK II.5, LANNET II.5 and COMNET II.5.",1.1666666666666665
Ttccking.,,0.0
Conditioncl Rcndom Field.,"The Field of View, the Field of Resolution, and the Field of Contrast Sensitivity.",1.25
Consaxsual Advarsising.,,0.0
Inssanca Spaca.,,0.0
Ieaa Absolute Error.,Root mean square error or mean absolute error? Use their ratio as well.,1.45
Recurrent Cttocictive Memory.,Investigating Deep Recurrent Connections and Recurrent Memory Cells Using Neuro-Evolution.,1.45
Procett-Bcted Modeling.,On Modeling - Models of models.,1.75
Hebbiaa Learaiag.,,0.0
Sponsorad Saarch.,,0.0
Inttcnce Lcngucge.,,0.0
Avaraga-Payoff Rainforcamans Laarning.,"Strategy Complexity of Point Payoff, Mean Payoff and Total Payoff Objectives in Countable MDPs.",1.1136363636363635
Becm Tecrch.,,0.0
Iultiple Classifier Systeis.,Dynamic base classifier pool for classifier selection in Multiple Classifier Systems.,1.1666666666666665
aetworks with Kerael Fuactioas.,,0.0
Network Cluttering.,Network In Network.,1.5
Text Iiaiag for Spai Filteriag.,Text-to-Text Pre-Training for Data-to-Text Tasks.,1.25
Classificasion Sraa.,,0.0
Discrasa Assribusa.,,0.0
Coatiaual Learaiag.,,0.0
Eptilon Nett.,Discretization of learned NETT regularization for solving inverse problems.,0.5714285714285714
Mamory-Basad.,A Java-basad general purpose telemedicine system.,0.5833333333333334
Mcrkov Decition Procettet.,Detection of Logical Errors in Decition Table Programs.,0.5833333333333334
Growth Fuactioa.,"State of the field: growth, growth, growth.",1.4000000000000001
Quaatitative Attribute.,Attributes for Improved Attributes: A Multi-Task Network for Attribute Classification.,1.203125
Coastraiaed Clusteriag.,,0.0
Algorishm Avaluasion.,,0.0
Digrcpht.,,0.0
Data Set.,Data mining from extreme data sets: very large and/or very skewed data sets.,2.083333333333333
Cbduction.,,0.0
Alman Naswork.,,0.0
Ieaa Shift.,<i>L-Shift</i>: Encoding and Shifting Material Properties and Functionalities with Phase-shifting Liquid.,1.1375
Aquasion Discovary.,,0.0
Geaetic aeural aetworks.,,0.0
Dynamic Syssams.,The Dynamics of Fit and the Fit of Dynamics: Aligning IT in a Dynamic Organization.,1.25
State.,The State of State.,1.5
Bayesiaa Iodel Averagiag.,,0.0
Posssynapsic Nauron.,,0.0
Causality.,"Causality, Causal Discovery, and Causal Inference in Structural Engineering.",1.25
Dasail.,,0.0
Ssrucsurad Dasa Clussaring.,DASA: Dissatisfaction-oriented Advertising based on Sentiment Analysis.,0.5714285714285714
Saxicab Norm Dissanca.,A model of norms decay by agents' actions: Norms disappearance and norms collapse.,1.1666666666666665
Dctc Tcrubbing.,A Dynamic Cooperative Traffic Control (DCTC) for the Reduction of Time Delay.,0.5625
Learaiag Vector Quaatizatioa.,Vector Optimization vs. Vectorization.,1.125
Dentity-Bcted Cluttering.,Spatial Clutter Measurement Density Estimation with the Clutter Probability for Improving Multi-Target Tracking Performance in Cluttered Environments.,1.0625
Ttructurcl Credit Cttignment.,Credit risk: an agent-based model of post-credit decision actions and credit losses in banks.,1.09375
Complax Adapsiva Syssam.,,0.0
Computctioncl Complexity of Lecrning.,Complexes from complexes.,1.5
Fecture Telection.,Multimedia Languages for Telection Objects.,0.625
Rotction Forettt.,,0.0
Geaetic Feature Selectioa.,"Feature Ranking for Feature Sorting and Feature Selection, and Feature Sorting: FR4(FSoFS)$\wedge $FSo.",1.25
Juak Eiail Filteriag.,,0.0
Iixture Iodeliag.,,0.0
Appreaticeship Learaiag.,,0.0
Spike-Tiiiag-Depeadeat Plasticity.,Spike-timing-dependent synaptic plasticity: from single spikes to spike trains.,1.722222222222222
Ganaralizad Dalsa Rula.,Skeleton-free RULA ergonomic assessment using Kinect sensors.,0.5625
Least-Squares Reiaforceieat Learaiag Iethods.,Multichannel adaptive least squares-relating the 'Kalman' recursive least squares (RLS) and least squares lattice (LSL) adaptive algorithms.,2.078125
False Positive.,Is a False Positive really False Positive?,2.0999999999999996
Evolution of Robot Control.,Co-Evolution of Fuzzy Controller for the Mobile Robot Control.,2.1071428571428568
Cross-Laaguage Iaforiatioa Retrieval.,Cross-language Cross-Language Mining and Retrieval C217 Informational Retrieval.,1.8333333333333335
Mcrkov Chcin Monte Ccrlo.,Mont.,1.0
Kohonan Maps.,Map of the Maps: Conceptualization of the Knowledge Maps.,1.4000000000000001
City Block Distaace.,Are all cities with similar urban form or not? Redefining cities with ubiquitous points of interest and evaluating them with indicators at city and block levels in China.,1.5833333333333335
RTM.,RTM Workshop und Jalsoft.,0.625
Time Teriet.,Time of Time.,1.5
Tcble Pcrting.,,0.0
Raadoiized Decisioa Rule.,From Rules To Rule Patterns.,1.25
Rcndom Tubtpcce Method.,The Hamilton Apportionment Method Is Between the Adams Method and the Jefferson Method.,1.25
Ccndidcte-Eliminction Clgorithm.,,0.0
Communisy Dasacsion.,,0.0
Massaga.,,0.0
Ganaralizasion.,,0.0
Radial Basis Fuactioa aeural aetworks.,Multi-layer radial basis function networks. An extension to the radial basis function.,1.7999999999999998
Ditjunctive Normcl Form.,Form Reading based on Form-type Identification and Form-data Recognition.,1.1666666666666665
Karnal Shaping.,The Shape of the Shape Lemma.,1.25
Average-Cost Optiiizatioa.,"On the tradeoff of average delay, average service cost, and average utility for single server queues with monotone policies.",1.6153846153846154
Clussaring wish Advica.,Wish-4: a specification for a CASE-tool to wish for.,1.0
Diagoaal Iatrix.,,0.0
aoastaadard Criteria ia Evolutioaary Learaiag.,IAS: Intelligent Attendance System Based on Hybrid Criteria Matching.,1.125
Rewcrd Thcping.,,0.0
Immunocompusing.,,0.0
ECOC.,ECOC.,1.0
TDRI.,,0.0
Explaaatioa.,,0.0
Dyaaiic Bayesiaa aetwork.,,0.0
Inductive Inference Rulet.,Analogical Inference as Generalised Inductive Inference.,1.65
Axampla-Basad Programming.,Program Does Not Equal Program: Constraint Programming and Its Relationship to Mathematical Programming.,1.40625
Compcrcble Corput.,A generalization of van der Corput's inequality.,0.6
Bcyeticn Nonpcrcmetric Modelt.,,0.0
Q-Lecrning.,The energy of <i>q</i>q-Kneser graphs and attenuated <i>q</i>q-Kneser graphs.,1.3125
Inducsiva Infaranca Rulas.,Skeleton-free RULA ergonomic assessment using Kinect sensors.,0.5625
Traasfer Learaiag.,,0.0
Privacy-Ralasad Aspacss and Sachniquas.,Closing the Gap Between Privacy Policies and Privacy Preferences with Privacy Interfaces.,1.203125
Maxans Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Prior Probabilisias.,"Prior Elicitation, Assessment and Inference with a Dirichlet Prior.",1.0
Lecrning Grcphiccl Modelt.,,0.0
Sraining Curva.,Criptografia com Curvas El&iacute;pticas.,0.5833333333333334
Quclity Threthold.,,0.0
Improvement Curve.,Bending the Curve: Improving the ROC Curve Through Error Redistribution.,1.5357142857142856
Clause Learaiag.,Processing Sentences Clause by Clause.,1.125
Mulsissrasagy Ansambla Laarning.,,0.0
Model-Bcted Cluttering.,Modeling modeling modeling.,1.75
Tpeedup Lecrning for Plcnning.,,0.0
Clussar Ansamblas.,,0.0
Object Coasolidatioa.,When is an object not an object?,1.5
Iterctive Clcttificction.,,0.0
Graady Saarch Approach of Graph Mining.,An Approach to Opinion Mining in Community Graph Using Graph Mining Techniques.,2.3888888888888893
Evaluatioa Set.,On the Set LCS and Set-Set LCS Problems.,1.3125
Ca2.,A Four-Compartment Model for Ca2+ Dynamics: An Interpretation of Ca2+ Decay after Repetitive Firing of Intact Nerve Terminals.,0.8653846153846153
Connacsions Baswaan Inducsiva Infaranca and Machina Laarning.,Incompleteness Ex Machina.,0.6666666666666666
Cost.,A Framework for Cost-Aware Process Management: Cost Reporting and Cost Prediction.,1.1666666666666665
Loss Funcsion.,"Success and failures of ""de-randomized"" congestion losses losses losses.",1.203125
Specificity.,"The specification of ""specification"".",1.5
SORS.,Asymptotisch optimale Relaxationsparameter bei nichtlinearen SOR-Verfahren (Newton-SOR-Verfahren).,0.8999999999999999
Samporal Diffaranca Laarning.,,0.0
Laplaca Assimasa.,,0.0
Pradicasa Invansion.,,0.0
Ttccked Generclizction.,,0.0
Logittic Regrettion.,Facebook and Google as Regrettable Necessities.,0.625
Coateat-Based Recoiieadiag.,Coronavirus phylogeny based on Base-Base Correlation.,1.3125
Racommandar Syssams.,,0.0
Inducsiva Dasabasa Approach so Graphmining.,Inductive Database Approach to Graphmining.,1.25
Inducsion as Invarsad Daducsion.,,0.0
Tree-Based Regressioa.,A Tree Sequence Alignment-based Tree-to-Tree Translation Model.,1.765625
Data Iategratioa.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Agans-Basad Simulasion Modals.,Modal Logic in the Modal Sense of Modality.,1.4000000000000001
Bcyeticn Network.,Networking the networks.,1.5
Epsiloa aets.,PACE: Penalty Aware Cache Modeling with Enhanced AET.,0.5714285714285714
Iulti-Aried Baadit.,-Ary Distributed Arithmetic Coding for Uniform -Ary Sources.,0.9642857142857142
Online Lecrning.,Online LOGIN online.,1.25
Data Iatchiag.,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences.",1.3541666666666667
Raward Shaping.,The Shape of the Shape Lemma.,1.25
aoa-Paraietric Iethods.,Source Localization with AOA-Only and Hybrid RSS/AOA Measurements via Semidefinite Programming.,0.8999999999999999
Within-Tcmple Evcluction.,Competition Within and Between Communities Within and Across Social Networks.,0.9642857142857142
Graph Mining.,Graph mining: A survey of graph mining techniques.,2.0
Sransfar of Knowladga Across Domains.,"Matching Targets Across Domains with RADON, the Re-Identification Across Domain Network.",1.7999999999999998
Relatioaal Dyaaiic Prograiiiag.,,0.0
Ockhcm't Rczor.,,0.0
Bcyet Net.,Hornets: Nets within Nets Combined with Net Algebra.,1.25
Lecrning with Hidden Context.,Generate Keyphrases by Combining Hidden Context and Word Context.,1.5357142857142856
DBN.,DBN.,1.0
Lecrning Clgorithm Evcluction.,,0.0
Iarkov Raadoi Field.,"The Field of View, the Field of Resolution, and the Field of Contrast Sensitivity.",1.25
Document Clcttificction.,"Network Processing of Documents, for Documents, by Documents.",1.4000000000000001
Cuthority Control.,Control: Controller.,1.5
Passive Learaiag.,Passivity analysis and passivation of feedback systems using passivity indices.,1.203125
Text Spatializatioa.,Text-to-Text Pre-Training for Data-to-Text Tasks.,1.25
Expectction-Mcximizction Clgorithm.,,0.0
Iiplicatioa.,,0.0
Trcining Tet.,Tet Meshing (Invited).,0.6666666666666666
Lcngucge Bict.,,0.0
Naarass Naighbor Mashods.,,0.0
Explaaatioa-Based Geaeralizatioa for Plaaaiag.,Coronavirus phylogeny based on Base-Base Correlation.,1.3125
Avolusionary Compusasion.,,0.0
