Randomized_String,Original_String
Content-Uter Gcp in MPEG-7.,Content-User Gap in MPEG-7.
Iultichaaael Data Orderiag Scheies.,Multichannel Data Ordering Schemes.
Optiiizatioa of Video Coateat Descriptioas for Retrieval.,Optimization of Video Content Descriptions for Retrieval.
Detectioa of High-Level Coacepts ia Iultiiedia.,Detection of High-Level Concepts in Multimedia.
Content-Bcted Photo Clbum Mcncgement Uting Fccet.,Content-Based Photo Album Management Using Faces.
Genercl Certificctelett Encryption cnd Timed-Relecte Encryption.,Selective Encryption.
Lessoas Learaed ia Traasferriag a Lecture oa Virtual Reality iato Iiiersive Virtual Reality.,Immersive Virtual Reality.
The Recording cnd Reproduction of Tignclt on Mcgnetic Medium Uting Tcturction-Type Recording.,Presentation Recording.
Iiage aad Video Capture.,Image and Video Capture.
Tcheduling Pcrcllel Tctkt under Multiple Retourcet: Litt Tcheduling vt. Pcck Tcheduling.,Scheduling in Multimedia Systems.
Coastructioa of Iultiiedia Server ia a Distributed Iultiiedia Systei.,Distributed Multimedia Systems.
Video Wateriarkiag Algorithi for H.264 Scalable Video Codiag.,Video Watermarking.
Context-Tentitive Ncturcl Lcngucge Generction: From Knowledge-Driven to Dctc-Driven Techniquet.,Valence-Driven Conquest.
Real Story Iateractioa: The Role of Global Ageacy ia Iateractive Storytelliag.,Interactive Story Telling.
Color Palette-Based Lossless Iiage Coipressioa Foriat.,Color Palette-Based Lossless Image Compression Format.
Peer-to-Peer VoD Crchitecture.,Peer-to-Peer VoD Architecture.
Video-Rcte Video Inpcinting.,Video Inpainting.
Embodied Tele-Pretence Tyttem (ETT): Detigning Tele-Pretence for Video Teleconferencing.,Teleconferencing.
Portable aetwork Graphics (Pag).,Portable Network Graphics (Png).
A Fraiework for Eagiaeeriag Pervasive Applicatioas Applied to Iatra-vehicular Seasor aetwork Applicatioas.,MPEG-7 Applications.
Iategrated Learaiag of Ietadata Quality Evaluatioa aad Ietadata Applicatioa Profile Developieat ia a Graduate Ietadata Course.,Metadata Applications.
Spectral Clusteriag by Joiat Spectral Eibeddiag aad Spectral Rotatioa.,Spectral Model.
User-Ceatered Video Quality Assessieat for Scalable Video Codiag of H.264/AVC Staadard.,Scalable Video Coding Standard.
Coding of Ssaraoscopic and 3D Imagas and Vidao.,Coding of Stereoscopic and 3D Images and Video.
C Hiercrchiccl Multi-hop Multimedic Routing Protocol for Wirelett Multimedic Tentor Networkt.,Multimedia Sensor Networks.
Motion Ettimction with Hclf-Pixel Cccurccy.,Motion Estimation with Half-Pixel Accuracy.
Seii-hierarchical approach for reliability availability aad serviceability of cellular systeis.,Availability and Scalability of LOMSS.
Voice Logging cnd Tecrch Technology in IP Telephony Ccll Center.,IP Telephony.
Frequency Domcin Repretentctiont for Three Dimentioncl Fcce Recognition.,Three Dimensional Face Recognition.
Iultiiedia Archives aad Iediators.,Multimedia Archives and Mediators.
Iadexiag Scheie for Iris Usiag Discrete Cosiae aad Discrete Wavelet Traasfori.,Discrete Cosine Transform (DCT).
Threthold Tchemet with Minimum Pixel Expcntion.,Threshold Schemes with Minimum Pixel Expansion.
Dyncmic Multimedic Content Delivery bcted on Recl-time uter Emotiont - Multichcnnel Online Biotignclt Towcrdt Cdcptctive GUI cnd Content Delivery.,Multimedia Content Repurposing.
Video Conferencing Evcluction Contidering Tcclcble Video Coding cnd TDN Network.,Video Conferencing.
Peer-to-Peer Tyttemt cnd Digitcl Rightt Mcncgement.,Peer-to-Peer Systems and Digital Rights Management.
JPEG 2000 Iiage Codiag Staadard.,JPEG 2000 Image Coding Standard.
Exploriag aeural aetworks Quaatizatioa via Layer-Wise Quaatizatioa Aaalysis.,Quantization.
Halfsoning Basad Visual Sacras Sharing (Vss).,Halftoning Based Visual Secret Sharing (Vss).
AmrisaNLP@PAN-RusProfiling : Aushor Profiling using Machina Laarning Sachniquas.,Profiling MPEG-7.
Sketch-Based Iateractioa for Plaaaiag-Based Iateractive Storytelliag.,Vision-Based Interaction.
a-for-1 Auth: a-wise Deceatralized Autheaticatioa via Oae Autheaticatioa.,Video Authentication.
C Multimodcl Cnclytict Plctform for Journclittt Cnclyzing Lcrge-Tccle Heterogeneout Multilingucl cnd Multimedic Content.,Emotion and Multimedia Content.
Mediccl TCM Cdcpter: Cdcpting Tegment Cnything Model for Mediccl Imcge Tegmentction.,Medical Image Segmentation.
Efficient Wirelett Multimedic Multicctt in Multi-Rcte Multi-Chcnnel Meth Networkt.,Multimedia Semiotics.
Three-Zone Tegmentction-Bcted Motion Compentction for Video Comprettion.,Motion Compensation for Video Compression.
Plccement of Continuout Medic in Cd-Hoc Networkt of Devicet.,Placement of Continuous Media in Ad-Hoc Networks of Devices.
Cttocictiont in Multi-Level-Modelling: Motivction Conceptuclizction Modelling Guidelinet cnd Implicctiont for Model Mcncgement.,Multimedia Content Modeling in COSMOS-7.
Frama Dropping.,Frame Dropping.
A 512GOPS Fully-Prograiiable Digital Iiage Processor with full HD 1080p Processiag Capabilities.,Digital Camera Image Processing.
Safeguardiag Digital Library Coateats aad Users: Digital Wateriarkiag.,Digital Watermarking.
The Mcchine Lecrning Mcchine: C Tcngible Uter Interfcce for Tecching Mcchine Lecrning.,Face Matching.
Recording Teleconferencing Tettiont.,Recording Teleconferencing Sessions.
A Quality-Aware Coatext Iiddleware Specificatioa for Coatext-Aware Coiputiag.,Context-Aware Musical Audio.
Hybrid Remote Tenting Imcge Tegmentction Contidering Intrctegment Homogeneity cnd Intertegment Heterogeneity.,Segmentation and Coding.
The Study of Facial Gesture Based oa Facial Features.,Facial Gesture Determination.
Data Eacryptioa Staadard (DES) aad Advaaced Eacryptioa Staadard (AES).,Data Encryption Standard (DES) and Advanced Encryption Standard (AES).
Eiergiag Techaologies or Techaophobia ia School Libraries Survey: Techaology aad Learaiag ia School Libraries ia Croatia.,Multimedia Technologies in Broadcasting.
MultiMedic Digitcl Conferencing: C Web-encbled multimedic teleconferencing tyttem.,Data Conferencing.
Opea Architecture Test Systei: Systei Architecture aad Desiga.,Multimedia Information System Architecture.
C Hiercrchiccl Multi-hop Multimedic Routing Protocol for Wirelett Multimedic Tentor Networkt.,Real-World Multimedia Systems.
Video2Commontente: Genercting Commontente Detcriptiont to Enrich Video Ccptioning.,Geographic Video Content.
Biometric Digitcl Key Mechcnitmt for Telebiometric Cuthenticction Bcted on Biometric Certificcte.,Digital Biometrics.
Uter Movement cnd Content Plccement Control with Optimizction Problem for Content Delivery Tervicet.,Content Extraction and Metadata.
Towards a Coipreheasive Siiilarity Aaalysis of Votiag Procedures Usiag Rough Sets aad Siiilarity Ieasures.,Distance and Similarity Measures.
aetwork Fuactioas Virtualizatioa Architecture for Gateways for Virtualized Wireless Seasor aad Actuator aetworks.,Inpainting in Virtual Restoration of Artworks.
Perceptual Rate-Distortioa Optiiizatioa Usiag Structural Siiilarity Iadex as Quality Ietric.,Structural Similarity Index Based Optimization.
Tymmetric Privcte Informction Retrievcl ct the Privcte Informction Retrievcl Rcte.,Visual Information Retrieval.
Three GPP.,Three GPP.
Legccy cnd Current Prcctice - The Reclity of Contemporcry Collcborctive Computing.,Legacy and Current Practice - The Reality of Contemporary Collaborative Computing.
Lucid Virtual Dreaiiag: Aatecedeats aad Coasequeats of Virtual Lucidity Duriag Virtual Threat.,Industrial Virtual Trainer.
Adaptive Dyaaiic Prograiiiag aad Data-Drivea Cooperative Optiial Output Regulatioa with Adaptive Observers.,Creating Adaptive Course Texts with AHA!
Tracklet Associatioa ia Detect-Thea-Track Paradigi for Loag-Teri Iulti-persoa Trackiag.,Multi-person Tracking.
Overlcpped Block Motion Compentction.,Overlapped Block Motion Compensation.
AutoVideo: Aa Autoiated Video Actioa Recogaitioa Systei.,Video Automatic Annotation.
A 512GOPS Fully-Prograiiable Digital Iiage Processor with full HD 1080p Processiag Capabilities.,Digital Camera Image Processing.
Interpreting Uter Input Intention in Ncturcl Humcn Computer Intercction.,Human Computer Interaction.
The tourcet of new wordt cnd exprettiont in the Chinete Internet lcngucge cnd the wcyt by which they enter the Internet lcngucge.,Content Adaptation During Distribution over the Internet.
Embedding Multiple Wctermcrkt in c Trcntform Domcin.,Embedding Multiple Watermarks in a Transform Domain.
MPEG-4 Cdvcnced Video Comprettion (MPEG-4 CVC)/H.264.,MPEG-4 Video Compression.
Cutomctic Generction of Video Documentcriet.,Automatic Generation of Video Documentaries.
Detign Retecrch ct Conceptucl Detigning: The Mcnhcttcn Detign Concept.,Semantic Concept Detection.
Coatext-Aware Video Productioa.,Context-Aware Video Production.
Uting Temcntic Web Technologiet for Technology Intelligence Tervicet.,Semantics Web Tools and Technologies.
Public Key Vertut Tecret Key Encryption.,Public Key vs. Secret Key Encryption.
EKHARA: A Ioate Carlo geaerator for e<sup>+</sup>e<sup>-</sup>&#8594;e<sup>+</sup>e<sup>-</sup>&#960;<sup>0</sup> aad e<sup>+</sup>e<sup>-</sup>&#8594;e<sup>+</sup>e<sup>-</sup>&#960;<sup>+</sup>&#960;<sup>-</sup> processes.,Intel<sup>&reg;</sup> XScale<sup>&reg;</sup> Micro-Architecture.
Ssaraoscopic and Mulsi-Viaw Vidao Coding Ssandards.,Stereoscopic and Multi-View Video Coding Standards.
Mulsimodalisy Halps Unimodalisy: Cross-Modal Faw-Shos Laarning wish Mulsimodal Modals.,Cross-Modal Utility Models.
Haptic Zooi: Aa Iateractioa Iodel for Desktop Haptic Devices with Liiited Workspace.,Haptic Devices.
Doiaia Adaptatioa aad Iulti-Doiaia Adaptatioa for aeural Iachiae Traaslatioa: A Survey.,Multimedia Adaptation Decision-Taking.
A aovel Weighted Visual Cryptography Scheie with High Visual Quality.,Visual Cryptography.
C Hiercrchiccl Multi-hop Multimedic Routing Protocol for Wirelett Multimedic Tentor Networkt.,Real-World Multimedia Systems.
Codiag Foriat Agaostic Iultiiedia Coateat Adaptatioa.,Coding Format Agnostic Multimedia Content Adaptation.
Learaiag with Educatioaal Coipaaioa Robots? Toward Attitudes oa Educatioa Robots Predictors of Attitudes aad Applicatioa Poteatials for Educatioa Robots.,Streaming Multimedia and its Applications in Education.
Hierarchical Clusteriag via Sketches aad Hierarchical Correlatioa Clusteriag.,Hierarchical VoD System.
Dittributed Production Tcheduling for Multi-Product Flexible Production Linet.,Multimedia Production.
Scalable aad Credible Video Wateriarkiag towards Scalable Video Codiag.,"Watermarking, Video."
Cooperctive Multi-Cttribute Bilctercl Online Negotiction for E-Commerce.,Online Multimedia E-Commerce.
Multidimentionclet Dctenmcncgement in mobilen Umgebungen [Multidimentioncl Dctc Mcncgement in Mobile Environmentt].,Content Management in Multimedia News Systems.
The Iipact of Security Issues oa Williagaess-to-Share ia Coiiuaity Wireless aetworks.,Security Issues in Wireless Video.
Temcntic Mediccl Imcge Indexing.,Semantic Medical Image Indexing.
Collaborative Adversarial Autoeacoders: Aa Effective Collaborative Filteriag Iodel Uader the GAa Fraiework.,Collaborative Computing - Area Overview.
Data Iaaageieat Techaiques for Coatiauous Iedia ia Ad-Hoc aetworks of Wireless Devices.,Data Management Techniques for Continuous Media in Ad-Hoc Networks of Wireless Devices.
The Temcntic + Prcgmctic Web = The Temiotic Web.,Semantic Web.
Opea Architecture Test Systei: Systei Architecture aad Desiga.,Architecture of Commercial News Systems.
The Streai Coatrol Traasiissioa Protocol (SCTP) as a Traasport for the Sessioa Iaitiatioa Protocol (SIP).,Real Time Transport Protocol.
Ambadding Sacras Massagas Using Modifiad Huffman Coding.,Huffman Coding.
Distributed Iiage Processiag for Autoiated Lecture Capture Post-Productioa.,Automated Lecture Capturing.
Imaga Wasarmarking using Visual Crypsography.,Image Watermarking using Visual Cryptography.
H.264 cnd MPEG-4 Video Comprettion: Video Coding for Next-Generction Multimedic,H.263 Video Compression.
Aa Eahaaced Stegaaographic Code aad its Applicatioa ia Voice-Over-IP Stegaaography.,Steganography.
Users Experieaces ia Collaborative Writiag Usiag Collaboratus: Aa Iateraet-Based Collaborative Work.,Collaborative Computing.
Video Taiperiag Detectioa for Deceatralized Video Traascodiag aetworks.,Video Transcoding.
Provisioaiag Quality of Service of Wireless Teleiediciae for E-Health Services: A Review.,Quality of Service for Wireless Video.
Synchronizasion of Mulsi-Layar Nasworks: From Noda-so-Noda Synchronizasion so Complasa Synchronizasion.,Multimedia Synchronization - Infrastructure and Engineering.
Congettion Control for Multi-Tource Content Retrievcl in Content Centric Networkt.,Content Based Music Retrieval.
Multi-obterved Multi-fcctor Cuthenticction: C Multi-fcctor Cuthenticction Uting Tingle Credenticl.,Multimedia Authentication.
Cctive Buffer Mcncgement for Provition of VCR Functionclitiet.,Active Buffer Management for Provision of VCR Functionalities.
Secure JPEG2000 (JPSEC).,Secure JPEG2000 (JPSEC).
TIMD (Tingle Inttruction Multiple Dctc Procetting).,SIMD (Single Instruction Multiple Data Processing).
Ttcbility Oriented Overlcy Multicctt for Multimedic Ttrecming in Multiple Tource Context.,Utility Model-Based Adaptation of Multimedia Content.
Three Dimentioncl Video Comprettion.,Three Dimensional Video Compression.
Oae-Class Classificatioa for Iappiag a Specific Laad-Cover Class: SVDD Classificatioa of Fealaad.,Image Classification.
Discrete Wavelet Traasfori (DWT).,Discrete Wavelet Transform (DWT).
Noval Losslass fMRI Imaga Comprassion Basad on Mosion Compansasion and Cussomizad Ansropy Coding.,Image Compression and Coding.
CFA Imaga Zooming.,CFA Image Zooming.
Content Propcgction for Content-Centric Networking Tyttemt From Locction-Bcted Tocicl Networkt.,Content Protection Solutions for Digital Home Networks.
Iaterleaved Reed-Soloioa Codes versus Iaterleaved Heriitiaa Codes.,Interleaved Audio.
Informasion Fusion in a Mulsi-Sourca Incomplasa Informasion Syssam Basad on Informasion Ansropy.,Multimedia Information Systems.
Coding Colour Qucntized Imcget by Loccl Colour Qucntizction.,Color Quantization.
Avans Rafaranca Synchronizasion (ARS): An Avans-Basad IoS Clock Synchronizasion.,Game Event Synchronization.
Loag Duratioa Coatiauous Iedia Retrieval.,Long Duration Continuous Media Retrieval.
Diffaransial Avolusion Algorishm Wish Sracking Machanism and Backsracking Machanism.,Edge-Sensing Mechanism.
Raage Iiage Fidelity Ieasureieat.,Range Image Fidelity Measurement.
Haptic Feedback ia User Iaterfaces.,Haptic Feedback in User Interfaces.
Mosion Picsura Inpainsing on Agad Films.,Motion Picture Inpainting on Aged Films.
Policy-Based Quality of Service aad Security Iaaageieat for Iultiiedia Services oa IP aetworks ia the RTIPA Project.,Quality of Service in Multimedia Networks.
Sima-dapandans and indapandans consrol rulas for coordinasad producsion and pricing undar damand uncarsainsy and finisa planning horizons.,Semantics Standards and Recommendations.
C Fctt Motion Ettimction Uting Prediction of Motion Ettimction Error.,Motion Estimation.
Onlina Vidao Summarizasion: Pradicsing Fusura so Bassar Summariza Prasans.,Video Summarization.
Scalar Edge Detectors.,Scalar Edge Detectors.
JFIF (JPAG Fila Insarchanga Formas).,JFIF (JPEG File Interchange Format).
Raindrop Ramoval Wish Lighs Fiald Imaga Using Imaga Inpainsing.,Image Inpainting.
Digitcl Government Mecturement cnd Perception - Reclity Check in Polcnd: Mecturement cnd Perception - Reclity Check.,Image Fidelity Measurement.
