Randomized_String,Original_String
Feature Projectioa.,Feature Projection.
1-Norm Dissanca.,1-Norm Distance.
Ganaralizasion Bounds.,Generalization Bounds.
Nogood Laarning.,Nogood Learning.
Loopy Belief Propcgction.,Loopy Belief Propagation.
Iistake-Bouaded Learaiag.,Mistake-Bounded Learning.
Feedforwcrd Recurrent Network.,Feedforward Recurrent Network.
Logiccl Contequence.,Logical Consequence.
Link Prediction.,Link Prediction.
<i>K</i>-Medoidt Cluttering.,<i>K</i>-Medoids Clustering.
Fuzzy Logic Control Tyttemt.,Fuzzy Systems.
Iaductive Traasfer.,Inductive Transfer.
On Ganaric Ona-Paramasric Sami-Infinisa Opsimizasion,Dynamic Systems.
Learaiag as Search.,Learning as Search.
Predictive Techniquet in Toftwcre Engineering.,Predictive Techniques in Software Engineering.
Siiple Bayes.,Simple Bayes.
Ieiory Orgaaizatioa Packets.,Memory Organization Packets.
HMM.,HMM.
Subsuiptioa.,Subsumption.
Lecve-One-Out Error.,Leave-One-Out Error.
Clutter Entemblet.,Cluster Ensembles.
Offline Lecrning.,Offline Learning.
Rotction Forettt.,Rotation Forests.
Bcke-Off.,Bake-Off.
Synapsic Afficacy.,Synaptic Efficacy.
Cost-Seasitive Classificatioa.,Cost-Sensitive Classification.
Dirichlet Procett.,Dirichlet Process.
Rcndom Tubtpcce Method.,Random Subspace Method.
Lateat Class Iodel.,Latent Class Model.
Learaiag Iodels of Biological Sequeaces.,Learning Models of Biological Sequences.
ROC Convex Hull.,ROC Convex Hull.
Dynamic Salacsion of Bias.,Dynamic Selection of Bias.
Mcximclly Genercl Hypothetit.,Maximally General Hypothesis.
Relatioaship Extractioa.,Relationship Extraction.
Distributioa-Free Learaiag.,Distribution-Free Learning.
Fuzzy Sets: Aa Iatroductioa.,Set.
Explcnction-Bcted Lecrning for Plcnning.,Explanation-Based Learning for Planning.
Laarning in Logic.,Learning in Logic.
Inverte Optimcl Control.,Inverse Optimal Control.
Lifelong Lecrning.,Lifelong Learning.
Experience Curve.,Experience Curve.
Covarianca Masrix.,Covariance Matrix.
Ous-of-Sampla Dasa.,Out-of-Sample Data.
Cloaal Selectioa.,Clonal Selection.
Recursive Revoke.,Recursive Partitioning.
Hidden Mcrkov Modelt.,Hidden Markov Models.
Classificatioa Tree.,Classification Tree.
Coipetitive Coevolutioa.,Competitive Coevolution.
Learaiag Curves ia Iachiae Learaiag.,Online Learning.
Unknown Assribusa Valuas.,Unknown Attribute Values.
Security Evaluatioa Criteria.,Evaluation Data.
Striag Kerael.,String Kernel.
Heuristic Rewards.,Heuristic Rewards.
EBL.,EBL.
Laarning from Nonvacsorial Dasa.,Learning from Nonvectorial Data.
Programming by Axamplas.,Programming by Example.
Precisioa aad Recall.,Precision and Recall.
Learaiag By Iiitatioa.,Learning By Imitation.
Supersioothiag.,Supersmoothing.
Immunological Compusasion.,Immunological Computation.
Dasarminissic Dacision Rula.,Deterministic Decision Rule.
Spoataaeous Activity Iodels of.,Actions.
Coevolutioncry Computction.,Coevolutionary Computation.
Certificcte.,Predicate.
Word Sansa Disambiguasion.,Word Sense Disambiguation.
AM Algorishm.,EM Algorithm.
Fuzzy Sets: Aa Iatroductioa.,Set.
Breckeven Point.,Breakeven Point.
Markovian Dacision Rula.,Markovian Decision Rule.
Untolicited Commercicl Emcil Filtering.,Unsolicited Commercial Email Filtering.
Encyclopedic of Multimedic,Encyclopedia of Machine Learning
Trajectory Data.,Trajectory Data.
Probabilistic Coatext-Free Graiiars.,Probabilistic Context-Free Grammars.
Iatelligeat Ageat.,Agent.
Decition Treet for Regrettion.,Decision Trees for Regression.
Markov Blankas.,Markov Blanket.
Ssasissical Machina Sranslasion.,Statistical Machine Translation.
NP-Completenett.,NP-Completeness.
Evolutioaary Gaies.,Evolutionary Games.
Search Eagiaes: Applicatioas of IL.,Search Engines: Applications of ML.
Iulti-Criteria Optiiizatioa.,Multi-Criteria Optimization.
Mulsi-labal Laarning.,Multi-label Learning.
Adaptive Coatrol Processes.,Adaptive Control Processes.
Procett control of c lcborctory combuttor uting crtificicl neurcl networkt.,Artificial neural networks.
EBL.,EBL.
Gini Coefficient.,Gini Coefficient.
Potitive Definite.,Positive Definite.
Evolutioncry Computction in Economict.,Evolutionary Computation in Economics.
Overfittiag.,Overfitting.
Robutt Inference.,Inductive Inference.
Siiple Bayes.,Simple Bayes.
Idiot's Bayes.,Idiot's Bayes.
Bayes Adaptive Iarkov Decisioa Processes.,Bayes Adaptive Markov Decision Processes.
First-Order Regressioa Tree.,First-Order Regression Tree.
Statistical aatural Laaguage Processiag.,Statistical Natural Language Processing.
CRTDP.,ARTDP.
Ordered Biaary Decisioa Diagrais ia Electroaic Desiga Autoiatioa,Modularity Detection.
Average-Reward Reiaforceieat Learaiag.,Average-Reward Reinforcement Learning.
Learaiag Usiag Privileged Iaforiatioa.,Learning Using Privileged Information.
Adaptive Liaear Regressioa.,Adaptive Learning.
POS Taggiag.,POS Tagging.
Error Rate.,Error Rate.
CBR.,CBR.
Efficieat Exploratioa ia Reiaforceieat Learaiag.,Efficient Exploration in Reinforcement Learning.
Biomasric Informasion Ashics.,Semantic Information Integration.
Databases Relatioaal.,"Databases, Relational."
Spatial Coastraiat Database.,Spatiotemporal Constraint Databases.
Co-Regittrction.,Co-Registration.
Optiial Iatchiag Betweea Spatial Datasets.,Spatial Matching.
Tiie-Series.,Time-Series.
Pcttern Periodic.,"Pattern, Periodic."
Ralasionship Anonymisy.,Location Anonymization.
Coiposite Geographic Iaforiatioa Systeis Web Applicatioa.,Composite Geographic Information Systems Web Application.
OpenTtreetMcp.,OpenStreetMap.
Category Geographic.,"Category, Geographic."
Social Disorganizasion.,Social Disorganization.
Ocecn Turfcce Velocity.,Ocean Surface Velocity.
Indexing Tpcticl Conttrcint Dctcbctet.,Indexing Spatial Constraint Databases.

Centrcl Projection.,Central Projection.
Fclte Dctc Filtering.,Filtering.
Quality Spatial Data.,"Quality, Spatial Data."
MBR.,MOBR.
Coaceptual Graphs.,Conceptual Generalization of Databases.
Distributed Geocoiputatioa.,Distributed Geocomputation.
Moving Pointt.,Moving Points.
Concurrency Control for Tpcticl Cccett Method.,Concurrency Control for Spatial Access Method.
Necrett Neighbor Query.,Nearest Neighbor Query.
aSDI.,NSDI.
Geographic Iaforiatioa Systeis ia Real Estate.,Real Estate Analysis.
Web Feature Service (WFS) aad Web Iap Service (WIS).,Web Feature Service (WFS) and Web Map Service (WMS).
Chaaael Assigaieat: Fixed aad Dyaaiic.,"Activities, Fixed."
Ica Shaass and Ica Voluma.,Ice Sheets and Ice Volume.
Vertioned B-Tree.,Versioned B-Tree.
Gaomasric Camara Calibrasion in Suppors of GIS.,Geometric Camera Calibration in Support of GIS.
Geoseasor aetworks Forial Fouadatioas.,"Geosensor Networks, Formal Foundations."
Digitizatioa of Iaps.,Digitization of Maps.
Ioviag Object Laaguages.,Moving Object Languages.
Scale-Space.,Scale Rendering.
Pattera Flock.,"Pattern, Flock."
Hierarchical Data Structures.,Hierarchical Data Structures.
Abstractioa of Geodatabases.,Abstraction.
Map Dasa.,Map Data.
4-Iatersectioa Calculus.,4-Intersection Calculus.
Locatioa Iatelligeace.,Location Intelligence.
Spatioteiporal Iaterpolatioa Algorithis.,Spatial Interpolation.
Microwcve Dielectric Propertiet of Mctericlt.,Microwave Dielectric Properties of Materials.
Risk Analysis and Assassmans: Risk Assassmans Sasks.,Disaster Risks.
Propertiet Geometric.,"Properties, Geometric."
Rocd Network Generction.,Road Network Generation.
Co-locatioa Patteras.,Co-location Patterns.
Oaliae Advertisiag.,Mobile Advertising.
Road aetwork Data Iodel.,Road Network Data Model.
Geospatial Seiaatic Web.,Spatial Semantic Web.
Modeling the Tmcll-World Phenomenon with Loccl Network Flow.,Phenomenon Spatial Field.
Sequestratioa.,Sequestration.
Dynamic Sraval Sima Maps.,Dynamic Travel Time Maps.
Adminissrasion Wizards.,Land Administration System.
Surface Deforiatioa.,Surface Modeling.
Eiergeacy Evacuatioa Plaa Iaiateaaace.,Emergency Evacuation Plan Maintenance.
Geospatial Aaalysis.,Geospatial Computational Grid.
Dctc Mining Techniquet for the Chcrccterizction of Dyncmic Regiont in Tpctiotemporcl Dctc.,Data Mining Techniques for the Characterization of Dynamic Regions in Spatiotemporal Data.
Four-Intertection Model.,Four-Intersection Model.
Robuttnett.,"Analysis, Robustness."
Adaptatioa Techaiques.,Adaptation.
Spasial Accass Mashod.,Spatial Access Method.
Real-Tiie Autoaoiic Autoiatioa.,Reliable Real-Time Data Collection.
Frequent Itemtet Ditcovery.,Frequent Itemset Discovery.
Iadexiag X-Tree.,"Indexing, X-Tree."
Self-Selectioa of Peers aad Perforiaace.,Selection Criteria.
Autocorrelatioa Spatial.,"Autocorrelation, Spatial."
Global Earth Observatioa Systei of Systeis (GEOSS).,Global Earth Observation System of Systems (GEOSS).
Bayesiaa Estiiatioa.,Bayesian Estimation.
Dirichlet Tessellatioa.,Dirichlet Tessellation.
Rcdio Tcgging.,Radio Tagging.
Spatioteiporal Database.,Spatiotemporal Structure and Dynamics.
Sustaiaability Risk.,Sustainability Risk.
Opan-Sourca GIS Librarias.,Open-Source GIS Libraries.
Interpolction.,Interpolation.
Iaforiatioa Preseatatioa Dyaaiic.,"Information Presentation, Dynamic."
Visualizatioa Tool.,Visualization Tool.
Tpcticl Operctiont cnd Mcp Operctiont.,"Operator, Temporal."
Coastraiat Databases aad Ioviag Objects.,Constraint Databases and Moving Objects.
TSP.,TSP.
Indoor Locclizction.,Indoor Localization.
Space-Tiie Prisi.,Space-Time Prism Model.
Casalogua Informasion Schama.,Catalogue Information Schema.
Dirichlet Tessellatioa.,Dirichlet Tessellation.
Problem of Teven Bridget of Konigtberg.,Problem of Seven Bridges of Konigsberg.
Wayfiadiag Behavior.,Wayfinding Behavior.
FCC 94-102.,FCC 94-102.
Tignificcnce Mecturet.,Significance Measures.
User Iaterfaces aad Adaptive Iaps.,User Interfaces and Adaptive Maps.
Split Overlap-Free.,"Split, Overlap-Free."
Digital Preservatioa.,Timeseries Data.
Mcthemcticcl Theory of Geotentor Networkt.,Mathematical Theory of Geosensor Networks.
Group Dacisions.,Group Decisions.
Directioa Relatioas.,Directional Relations.
GIS Mobila Ramosa Sansors.,GIS Mobile Remote Sensors.
Decition Tupport Toolt for Emergency Evccuctiont.,Decision Support Tools for Emergency Evacuations.
Influence Time.,Influence Time.
Diracsory Racsanglas.,Directory Rectangles.
Wcter Vcpor.,Water Vapor.
Ad Hoc and Sansor Nasworks.,Sensor Networks.
Mulsimadia Proxy Caching.,Caching.
SQL.,SQL.
Web Services Geospatial.,"Web Services, Geospatial."
NFT.,FT.
Spatial Iadex.,Participation Index.
Resource Descriptioa Fraiework (RDF).,Resource Description Framework (RDF).
Gaosansor Nasworks Qualisasiva Monisoring of Dynamic Fialds.,"Geosensor Networks, Qualitative Monitoring of Dynamic Fields."
Moving Objacs ConssrainsDasabasas.,Moving Object ConstraintDatabases.
Geaoie-Wide Scaaaiag of Geae Expressioa.,Geary Ratio.
Gecry Eigenvector Tpcticl Filtering.,Geary Eigenvector Spatial Filtering.
Tigncl Flow Grcpht cnd Dctc Flow Grcpht.,Flocking.
Query Necrett Neighbor.,"Query, Nearest Neighbor."
Crt Component of Remote Trcining in Rutticn Univertitiet.,"Standards, Critical Evaluation of Remote Sensing."
Vector Graphics.,Vector Graphics.
Road aetwork Data Iodel.,Road Network Data Model.
Iulti-Diieasioaal Access Structures.,Multi-Dimensional Access Structures.
Agriculture aad Reiote Seasiag.,Agriculture and Remote Sensing.
Atlas Virtual.,"Atlas, Virtual."
Iadexiag Fraiework Spatial/Spatio-teiporal.,Spatial Resolution.
Thiessea Polygoas.,Thiessen Polygons.
Nonrasidansial Populasion.,Nonresidential Population.
Chemiccl Combinctoricl Cttcck.,Combinatorial Map.
GIS Mashups.,GIS Mashups.
Ioviag Object Databases.,Moving Object Databases.
Rcnge Combining.,Range Combining.
Enterprite Tecurity Informction.,Entity Integration.
Casalogua Masadasa Schama.,Catalogue Metadata Schema.
Spatial Accuracy Assessieat.,Spatial Accuracy Assessment.
Feature Iatchiag.,Feature Matching.
Iadexiag Fraiework Spatial/Spatio-teiporal.,"Indexing Framework, Spatial/Spatio-temporal."
Aarsh Radiasion Budgas Sop-of-Asmosphara Radiasion.,"Earth Radiation Budget, Top-of-Atmosphere Radiation."
Decition Rule.,Decision Rules.
Rubber Sheetiag.,Rubber Sheeting.
Moving Objacs ConssrainsDasabasas.,Moving Object Constraint Databases.
GNU.,GNU.
Database Iadexiag.,Database Indexing.
Web Services Geospatial.,"Intelligence, Geospatial."
Geospatial Seiaatic Web.,Geospatial Metadata.
Probabilisy Nasworks.,Probability Networks.
Iap Overlay.,Map Overlay.
Seases Alteraative.,"Senses, Alternative."
Pcttern Periodic.,"Pattern, Periodic."
Co-locction Rule Finding.,Co-location Rule Finding.
Remote Tenting Ttcndcrdt.,Remote Sensing and Geologic Structure.
Spatioteiporal Database.,Spatiotemporal Information Systems.
Casalogua Masadasa Schama.,Catalogue Metadata Schema.
Indoor Locction Determinction Tyttemt.,Indoor Location Determination Systems.
Rubber-Sheetiag.,Rubber-Sheeting.
Iadoor Positioaiag with Wireless Local Area aetworks (WLAa).,Indoor Positioning with Wireless Local Area Networks (WLAN).
Indexing Hilbert R-Tree Tpcticl Indexing Multimedic Indexing.,"Indexing, Hilbert R-Tree, Spatial Indexing, Multimedia Indexing."
Relctive Locction.,Relative Location.
Object-Oriented.,Object-Oriented.
Cogaitive Psychology.,Cognitive Psychology.
Database Eacryptioa.,Database Integration.
Unified Modeling Lcngucge Extention Mechcnitmt.,Unified Modeling Language Extension Mechanisms.
Concurrent Procetting.,Concurrent Processing.
Informasion Visualizasion.,Information Visualization.
Geographic Coverage Staadards aad Services.,Geographic Coverage Standards and Services.
Exploitiag Sequeatial Check-Ia Patteras for Persoaalized Locatioa-Aware Recoiieadatioas.,Exploiting Sequential Check-In Patterns for Personalized Location-Aware Recommendations.
QGIS.,QGIS.
All-k-aearest aeighbors.,All-k-Nearest Neighbors.
Regrettion Geogrcphicclly Weighted.,"Regression, Geographically Weighted."
MapWindow GIS.,MapWindow GIS.
NISS.,NIST.
Cloakiag Algorithis for Locatioa Privacy.,Cloaking Algorithms for Location Privacy.
Lossy Iiage Coipressioa.,Lossy Image Compression.
Oceaa Iateraal Waves.,Ocean Internal Waves.
Coipetiag with Superstars.,Supplementary Material.
Buadle Adjustieat.,Bundle Adjustment.
Hierarchical Spatial Iadexes.,Hierarchical Spatial Models.
Trajectory Iiaiag.,Trajectory Mining.
Mining Saquansial Influanca for Parsonalizad Locasion Racommandasions.,Mining Sequential Influence for Personalized Location Recommendations.
Q-Tree.,Q-Tree.
Geospatial Oatology.,Geospatial Technology.
Phong Reflectcnce Model.,Linear Reference Model.
Spatioteiporal aetwork Codiag.,Spatiotemporal Networks.
Quadtree.,Quadtree.
Network Voronoi.,Network Voronoi.
K-Anonymisy.,K-Anonymity.
Wayfinding and Navigasion Sarvicas for Paopla wish Disabilisias.,Wayfinding and Navigation Services for People with Disabilities.
Geovisualizatioa.,Geovisualization.
Urbaa Data Scieace: Aa Iatroductioa.,Urban Data Science: An Introduction.
Polygon Overlcy.,Polygon Overlay.
Sypology of Landmarks.,Typology of Landmarks.
Environmentcl Trectiet.,Environmental Treaties.
Close Raage.,Close Range.
Iateroperability Techaical.,Interoperability.
Visual Shinking.,Visual Thinking.
Hydrology.,Hydrology.
Space-Tiie Iateractioa.,Space-Time Interaction.
Singla Imaga.,Sincerity.
Dasabasa Managamans.,Database Management.
CSCW.,CSCW.
Spatio-Textual Data.,Spatio-Temporal Data.
Robuttnett.,"Analysis, Robustness."
Decition-Mcking Effectivenett with GIT.,Decision-Making Effectiveness with GIS.
Data Warehousiag.,Data Warehousing.
Locking Grcnulcrity cnd Lock Typet.,Distributed Localization.
Necrett Neighbor Tecrch.,Nearest Neighbor Search.
Event Recurrent.,"Event, Recurrent."
Accass Mashod.,Access Method.
Relatioaal Databases.,Infinite Relational Databases.

Repretenting Regiont with Indetermincte Boundcriet.,Representing Regions with Indeterminate Boundaries.
Event-Driven Butinett Procett Mcncgement.,Processes and Events.
Preference Ttructure.,Preference Structure.
Dissribusion Logissics.,Distribution Logistics.
Driving Diracsion.,Driving Direction.
Geographic Data Iiaiag.,Geographic Data Management.
Consinuously Changing Maps.,Continuously Changing Maps.
Markasing Informasion Syssam.,Marketing Information System.
Java.,Java.
Grcph Incrementcl Clgorithm.,Graph Incremental Algorithm.
Feature Extractioa.,Feature Extraction.
GPT-Denied Geo-Locclizction.,GPS-Denied Geo-Localization.
Cpproximcte Cggregcte Query.,Approximate Aggregate Query.
Features Physical.,"Features, Physical."
Co-locction Pctternt Interettingnett Mecturet.,Interestingness Measures.

Salf Organizing Map (SOM) Usaga in LULC Classificasion.,Self Organizing Map (SOM) Usage in LULC Classification.
G-Polygon.,G-Polygon.
Moving Cvercge Regrettion.,Moving Average Regression.
Homomorphism.,"Prism, Network Time."
Cansralisy Urban Dasign.,Urban Data Management.
Adaptatioa Techaiques.,Adaptive.
Manifolds.,Manifolds.
Persoaalized Visualizatioa.,Personalized Visualization.
Co-locatioa Patteras.,Co-location Patterns.
Ocecn Dctc Telemetry.,Ocean Data Telemetry.
PROJ.,PROJ.
TPR-Trees.,TPR-Trees.
Spatioteiporal aetwork Codiag.,Spatiotemporal Network Coding.
Digitcl Chcnge Detection Methodt.,Digital Change Detection Methods.
Microwcve Rcdiometert.,Microwave Radiometers.
Conflasion of Faasuras.,Conflation.
Schama Mapping.,Schema Mapping.
Geaoie-Wide Scaaaiag of Geae Expressioa.,Geary Ratio.
Volsaga-Sansisiva Dya Imaging Insrinsic Opsical Signals.,Image Analysis.
Iaterpolatioa of Coatiaous Geofields.,Interpolation of Continous Geofields.
Locasion Basad Sarvicas.,Location Based Services.
Public Health.,Public Health.
Local aad Global Spatial Statistics.,Local and Global Spatial Statistics.
Brcnch cnd Bound.,Branch and Bound.
Corralasad Frailsy Modals.,Correlated Frailty Models.
Eiergeacy Respoase.,Emergency Response.
Coaceptual Iodeliag.,Conceptual Modeling.
Uncarsain Anvironmansal Variablas in GIS.,Uncertain Environmental Variables in GIS.
Digital Pathology.,Digital Pathology.
Filter-Refiae Paradigi.,Filter-Refine Paradigm.
Point-of-Interett Recommendction.,Point-of-Interest Recommendation.
Iodeliag with ISO 191xx Staadards.,Modeling with ISO 191xx Standards.
Visual Coatiauity.,Visual Continuity.
aetwork GIS Perforiaace.,Network GIS Performance.
Voronoi Terminology.,Voronoi Terminology.
Road Iaps Digital.,"Road Maps, Digital."
Organizasion of IS Infrassrucsura Basad On Sarvicas.,Organization of IT Infrastructure Based On Services.
Light Detectioa aad Raagiag.,Light Detection and Ranging.
